"Date","Price","Open","High","Low","Vol.","Change %"
"06/28/2015","4,433.39","4,433.11","4,460.08","4,377.23","639.80M","-1.13%"
"06/21/2015","4,484.28","4,541.85","4,561.64","4,469.23","842.84M","-0.65%"
"06/14/2015","4,513.42","4,416.14","4,540.69","4,396.13","910.35M","1.34%"
"06/07/2015","4,453.79","4,476.69","4,511.32","4,392.45","704.72M","-0.52%"
"05/31/2015","4,477.19","4,530.03","4,539.35","4,452.32","721.71M","-0.69%"
"05/24/2015","4,508.25","4,516.63","4,551.52","4,456.76","690.63M","-0.42%"
"05/17/2015","4,527.16","4,487.14","4,542.46","4,483.76","720.45M","0.73%"
"05/10/2015","4,494.29","4,457.62","4,509.13","4,380.52","757.82M","0.80%"
"05/03/2015","4,458.65","4,491.19","4,510.47","4,349.93","827.69M","-0.46%"
"04/26/2015","4,479.06","4,548.51","4,562.33","4,395.10","917.06M","-1.27%"
"04/19/2015","4,536.78","4,373.65","4,543.64","4,373.09","834.58M","4.25%"
"04/12/2015","4,351.80","4,428.13","4,448.20","4,333.10","781.50M","-1.59%"
"04/05/2015","4,422.02","4,286.16","4,422.63","4,283.91","743.04M","2.46%"
"03/29/2015","4,316.01","4,359.78","4,384.18","4,284.06","685.30M","-0.39%"
"03/22/2015","4,332.86","4,454.15","4,467.79","4,280.95","879.14M","-2.82%"
"03/15/2015","4,458.54","4,338.29","4,478.69","4,327.27","1.08B","3.33%"
"03/08/2015","4,314.90","4,406.87","4,424.22","4,289.30","794.80M","-1.92%"
"03/01/2015","4,399.23","4,452.80","4,483.97","4,389.82","752.48M","-0.93%"
"02/22/2015","4,440.67","4,441.26","4,464.31","4,428.82","737.35M","-0.05%"
"02/15/2015","4,443.05","4,379.31","4,444.62","4,370.63","589.13M","1.35%"
"02/08/2015","4,384.03","4,209.81","4,384.03","4,206.76","816.58M","3.67%"
"02/01/2015","4,228.68","4,162.19","4,271.28","4,094.73","957.83M","1.93%"
"01/25/2015","4,148.43","4,271.10","4,282.48","4,103.72","1.11B","-3.03%"
"01/18/2015","4,278.14","4,164.43","4,292.88","4,117.15","701.53M","3.28%"
"01/11/2015","4,142.14","4,221.52","4,252.70","4,078.85","1.00B","-1.69%"
"01/04/2015","4,213.28","4,206.55","4,253.97","4,090.33","927.35M","-0.40%"
"12/28/2014","4,230.24","4,309.70","4,321.20","4,206.45","447.01M","-1.94%"
"12/21/2014","4,314.10","4,271.87","4,322.45","4,270.54","471.18M","0.75%"
"12/14/2014","4,281.78","4,224.17","4,300.40","4,089.09","1.29B","1.96%"
"12/07/2014","4,199.28","4,301.27","4,320.08","4,199.28","823.32M","-2.60%"
"11/30/2014","4,311.57","4,323.95","4,332.55","4,274.68","740.39M","-0.60%"
"11/23/2014","4,337.78","4,262.09","4,347.09","4,258.41","551.14M","2.03%"
"11/16/2014","4,251.32","4,215.29","4,285.27","4,194.18","807.44M","0.62%"
"11/09/2014","4,224.99","4,162.59","4,228.68","4,151.48","707.87M","1.55%"
"11/02/2014","4,160.50","4,160.60","4,179.93","4,126.72","794.47M","0.06%"
"10/26/2014","4,158.21","4,031.88","4,170.87","4,019.23","886.53M","2.87%"
"10/19/2014","4,042.02","3,813.59","4,045.19","3,804.97","940.00M","5.94%"
"10/12/2014","3,815.47","3,866.89","3,893.66","3,700.22","1.37B","-1.43%"
"10/05/2014","3,870.86","4,041.40","4,048.79","3,870.86","1.01B","-3.88%"
"09/28/2014","4,027.31","4,009.66","4,070.44","3,934.94","882.81M","-0.65%"
"09/21/2014","4,053.72","4,091.87","4,096.27","4,007.63","868.60M","-1.13%"
"09/14/2014","4,100.09","4,070.20","4,118.91","4,009.98","1.19B","0.76%"
"09/07/2014","4,069.23","4,086.52","4,110.86","4,053.11","780.25M","-0.51%"
"08/31/2014","4,089.92","4,093.12","4,104.43","4,051.75","603.00M","0.18%"
"08/24/2014","4,082.56","4,073.47","4,082.97","4,054.61","583.99M","0.74%"
"08/17/2014","4,052.75","4,007.19","4,060.90","4,003.46","637.77M","1.64%"
"08/10/2014","3,987.51","3,899.98","3,997.08","3,887.58","690.79M","2.56%"
"08/03/2014","3,888.09","3,890.63","3,922.25","3,845.20","802.44M","0.22%"
"07/27/2014","3,879.67","3,966.31","3,989.00","3,855.35","853.07M","-2.16%"
"07/20/2014","3,965.16","3,933.11","3,997.50","3,917.74","806.92M","0.64%"
"07/13/2014","3,939.89","3,923.60","3,947.49","3,866.22","900.54M","0.90%"
"07/06/2014","3,904.58","3,917.89","3,923.92","3,837.16","710.49M","-0.47%"
"06/29/2014","3,923.01","3,844.45","3,923.15","3,841.70","514.26M","2.04%"
"06/22/2014","3,844.44","3,802.25","3,844.89","3,791.12","817.58M","1.10%"
"06/15/2014","3,802.64","3,768.37","3,811.24","3,761.42","946.60M","0.72%"
"06/08/2014","3,775.56","3,795.85","3,804.04","3,751.69","741.19M","-0.50%"
"06/01/2014","3,794.57","3,740.71","3,795.14","3,707.89","670.37M","1.55%"
"05/25/2014","3,736.82","3,693.18","3,741.57","3,691.09","588.46M","1.62%"
"05/18/2014","3,677.33","3,577.85","3,678.16","3,572.28","703.08M","2.51%"
"05/11/2014","3,587.20","3,574.24","3,625.77","3,542.63","852.52M","0.89%"
"05/04/2014","3,555.70","3,566.26","3,605.26","3,506.35","864.13M","-0.89%"
"04/27/2014","3,587.64","3,546.96","3,613.03","3,489.60","882.03M","1.54%"
"04/20/2014","3,533.09","3,543.65","3,613.20","3,525.59","853.42M","-0.04%"
"04/13/2014","3,534.53","3,479.66","3,551.02","3,414.11","770.66M","2.54%"
"04/06/2014","3,446.84","3,522.21","3,602.35","3,440.55","1.14B","-2.61%"
"03/30/2014","3,539.38","3,598.08","3,676.36","3,532.28","945.89M","-0.90%"
"03/23/2014","3,571.49","3,665.38","3,665.58","3,543.07","967.47M","-2.23%"
"03/16/2014","3,653.07","3,653.19","3,717.36","3,643.35","1.07B","0.69%"
"03/09/2014","3,627.87","3,702.14","3,725.71","3,626.86","814.78M","-2.04%"
"03/02/2014","3,703.40","3,657.32","3,738.32","3,637.66","774.41M","0.20%"
"02/23/2014","3,696.10","3,670.07","3,722.38","3,663.75","857.29M","0.91%"
"02/16/2014","3,662.60","3,668.99","3,687.16","3,640.63","724.22M","-0.03%"
"02/09/2014","3,663.88","3,558.59","3,671.04","3,557.78","890.13M","2.86%"
"02/02/2014","3,561.91","3,524.23","3,563.14","3,418.88","1.03B","1.14%"
"01/26/2014","3,521.92","3,543.50","3,548.48","3,461.64","1.07B","-0.55%"
"01/19/2014","3,541.48","3,611.62","3,634.65","3,541.38","776.50M","-1.39%"
"01/12/2014","3,591.25","3,559.39","3,615.70","3,499.37","990.22M","0.73%"
"01/05/2014","3,565.08","3,539.01","3,579.40","3,512.45","941.55M","0.74%"
"12/29/2013","3,538.73","3,570.86","3,592.00","3,537.61","471.89M","-0.99%"
"12/22/2013","3,574.02","3,563.19","3,591.31","3,552.30","372.85M","1.21%"
"12/15/2013","3,531.19","3,470.43","3,540.97","3,422.86","1.16B","2.16%"
"12/08/2013","3,456.40","3,515.67","3,524.01","3,449.74","798.68M","-1.37%"
"12/01/2013","3,504.26","3,496.19","3,511.10","3,453.22","815.99M","0.47%"
"11/24/2013","3,487.82","3,433.92","3,495.97","3,420.36","560.83M","1.92%"
"11/17/2013","3,422.02","3,423.47","3,429.20","3,359.31","771.92M","-0.02%"
"11/10/2013","3,422.58","3,359.83","3,422.58","3,346.41","833.17M","1.66%"
"11/03/2013","3,366.84","3,388.70","3,401.27","3,318.39","806.68M","-0.38%"
"10/27/2013","3,379.76","3,382.18","3,408.28","3,364.65","944.81M","-0.12%"
"10/20/2013","3,383.83","3,361.76","3,400.04","3,330.20","858.03M","0.89%"
"10/13/2013","3,353.88","3,213.38","3,355.63","3,212.05","830.84M","3.71%"
"10/06/2013","3,233.83","3,215.76","3,240.11","3,117.69","855.04M","-0.27%"
"09/29/2013","3,242.57","3,190.40","3,256.71","3,186.86","748.81M","0.38%"
"09/22/2013","3,230.30","3,242.32","3,243.43","3,202.75","757.41M","0.17%"
"09/15/2013","3,224.73","3,203.19","3,248.52","3,163.13","967.80M","1.46%"
"09/08/2013","3,178.28","3,146.02","3,189.24","3,146.02","685.45M","1.43%"
"09/01/2013","3,133.38","3,097.65","3,148.99","3,077.13","641.07M","1.94%"
"08/25/2013","3,073.81","3,127.01","3,147.87","3,053.26","698.81M","-1.62%"
"08/18/2013","3,124.27","3,074.38","3,127.05","3,061.42","651.02M","1.64%"
"08/11/2013","3,073.91","3,107.06","3,149.24","3,068.07","719.05M","-1.43%"
"08/04/2013","3,118.57","3,136.77","3,145.25","3,096.41","650.61M","-0.79%"
"07/28/2013","3,143.52","3,067.48","3,143.52","3,062.91","802.94M","2.19%"
"07/21/2013","3,076.23","3,061.50","3,076.23","3,029.07","914.95M","1.03%"
"07/14/2013","3,044.93","3,077.02","3,091.21","3,035.99","842.37M","-1.11%"
"07/07/2013","3,079.07","2,976.61","3,079.07","2,955.37","892.94M","3.91%"
"06/30/2013","2,963.22","2,933.48","2,963.82","2,913.48","492.85M","1.84%"
"06/23/2013","2,909.60","2,852.65","2,927.49","2,825.18","1.02B","1.10%"
"06/16/2013","2,877.94","2,967.33","3,001.89","2,853.69","1.19B","-2.24%"
"06/09/2013","2,943.86","2,995.03","3,004.67","2,914.20","709.46M","-1.57%"
"06/02/2013","2,990.87","2,984.59","3,007.30","2,911.94","943.09M","0.31%"
"05/26/2013","2,981.76","3,024.38","3,037.00","2,979.90","705.21M","-0.31%"
"05/19/2013","2,991.02","3,019.28","3,053.51","2,965.30","863.74M","-1.25%"
"05/12/2013","3,028.96","2,972.96","3,028.96","2,971.73","882.75M","1.61%"
"05/05/2013","2,981.02","2,948.90","2,981.02","2,942.25","725.00M","1.24%"
"04/28/2013","2,944.59","2,849.54","2,952.22","2,849.04","859.15M","3.66%"
"04/21/2013","2,840.55","2,791.77","2,860.69","2,780.82","922.55M","2.16%"
"04/14/2013","2,780.46","2,841.26","2,849.16","2,730.97","1.02B","-2.66%"
"04/07/2013","2,856.48","2,772.30","2,863.66","2,764.34","815.27M","3.06%"
"03/31/2013","2,771.75","2,819.78","2,828.64","2,744.26","773.76M","-1.67%"
"03/24/2013","2,818.69","2,810.75","2,820.67","2,778.78","584.92M","0.64%"
"03/17/2013","2,800.81","2,771.53","2,811.48","2,763.12","752.01M","0.05%"
"03/10/2013","2,799.41","2,798.13","2,812.29","2,787.72","929.41M","-0.17%"
"03/03/2013","2,804.11","2,738.21","2,812.73","2,734.92","772.43M","2.05%"
"02/24/2013","2,747.75","2,756.19","2,763.96","2,689.83","910.43M","0.38%"
"02/17/2013","2,737.28","2,770.70","2,782.86","2,700.32","672.99M","-0.99%"
"02/10/2013","2,764.67","2,774.44","2,783.19","2,756.43","859.87M","-0.39%"
"02/03/2013","2,775.56","2,749.40","2,780.13","2,715.51","955.88M","0.42%"
"01/27/2013","2,763.96","2,737.62","2,768.63","2,722.52","895.37M","0.99%"
"01/20/2013","2,736.73","2,744.27","2,769.31","2,719.83","672.56M","-0.24%"
"01/13/2013","2,743.24","2,733.46","2,756.68","2,710.80","953.57M","-0.18%"
"01/06/2013","2,748.26","2,713.44","2,749.36","2,703.75","753.10M","0.87%"
"12/30/2012","2,724.49","2,600.92","2,750.82","2,598.57","656.39M","4.53%"
"12/23/2012","2,606.36","2,658.65","2,663.56","2,599.63","405.35M","-2.19%"
"12/16/2012","2,664.67","2,629.76","2,713.39","2,627.37","1.23B","1.39%"
"12/09/2012","2,628.09","2,634.54","2,696.90","2,620.08","870.99M","-0.47%"
"12/02/2012","2,640.54","2,697.44","2,699.04","2,623.63","847.87M","-1.39%"
"11/25/2012","2,677.88","2,634.43","2,688.95","2,613.22","940.39M","1.45%"
"11/18/2012","2,639.59","2,564.23","2,640.39","2,562.52","576.65M","4.16%"
"11/11/2012","2,534.16","2,596.57","2,600.65","2,494.38","1.05B","-1.93%"
"11/04/2012","2,584.10","2,657.73","2,696.46","2,571.86","892.34M","-2.72%"
"10/28/2012","2,656.28","2,663.56","2,701.91","2,639.63","555.04M","-0.36%"
"10/21/2012","2,665.83","2,678.89","2,699.08","2,636.83","932.36M","-0.47%"
"10/14/2012","2,678.32","2,729.20","2,784.81","2,675.57","971.58M","-1.54%"
"10/07/2012","2,720.14","2,797.33","2,801.85","2,714.17","761.57M","-3.26%"
"09/30/2012","2,811.94","2,811.45","2,845.97","2,779.01","789.18M","0.46%"
"09/23/2012","2,799.19","2,836.35","2,858.68","2,768.58","924.23M","-2.18%"
"09/16/2012","2,861.64","2,857.52","2,878.38","2,842.59","1.09B","0.22%"
"09/09/2012","2,855.23","2,821.03","2,865.37","2,775.40","837.65M","1.07%"
"09/02/2012","2,825.11","2,766.93","2,829.95","2,744.29","639.01M","1.91%"
"08/26/2012","2,772.24","2,792.00","2,794.27","2,746.68","662.99M","-0.21%"
"08/19/2012","2,778.05","2,777.71","2,802.91","2,750.64","751.47M","-0.08%"
"08/12/2012","2,780.30","2,721.49","2,780.77","2,708.38","840.38M","2.11%"
"08/05/2012","2,722.96","2,686.38","2,727.31","2,681.72","849.36M","1.75%"
"07/29/2012","2,676.00","2,649.78","2,684.58","2,606.54","873.93M","1.09%"
"07/22/2012","2,647.03","2,575.29","2,649.98","2,535.04","1.03B","1.11%"
"07/15/2012","2,618.04","2,579.96","2,663.12","2,554.34","930.78M","1.28%"
"07/08/2012","2,584.97","2,610.38","2,630.03","2,522.89","847.86M","-1.05%"
"07/01/2012","2,612.29","2,616.52","2,660.26","2,596.10","578.11M","-0.13%"
"06/24/2012","2,615.72","2,562.98","2,615.82","2,510.37","974.87M","1.17%"
"06/17/2012","2,585.53","2,570.98","2,633.21","2,554.65","958.63M","0.56%"
"06/10/2012","2,571.23","2,578.73","2,579.23","2,510.75","995.06M","0.47%"
"06/03/2012","2,559.21","2,458.97","2,570.48","2,443.92","873.46M","4.08%"
"05/27/2012","2,458.83","2,542.66","2,570.79","2,458.73","852.76M","-2.70%"
"05/20/2012","2,527.05","2,482.31","2,562.48","2,478.36","974.17M","1.96%"
"05/13/2012","2,478.53","2,593.75","2,617.23","2,474.70","1.12B","-5.25%"
"05/06/2012","2,615.98","2,622.67","2,651.74","2,587.53","1.05B","-0.83%"
"04/29/2012","2,637.92","2,731.26","2,756.81","2,637.73","902.82M","-3.77%"
"04/22/2012","2,741.34","2,651.13","2,750.50","2,628.96","943.96M","2.44%"
"04/15/2012","2,676.04","2,713.89","2,738.59","2,660.96","1.02B","-0.85%"
"04/08/2012","2,698.99","2,726.08","2,751.44","2,688.21","875.16M","-2.30%"
"04/01/2012","2,762.50","2,752.25","2,795.35","2,729.21","807.55M","0.26%"
"03/25/2012","2,755.27","2,746.98","2,794.00","2,741.32","915.77M","0.98%"
"03/18/2012","2,728.55","2,716.98","2,752.46","2,710.63","803.33M","0.58%"
"03/11/2012","2,712.78","2,646.98","2,720.49","2,635.76","1.04B","2.49%"
"03/04/2012","2,646.85","2,636.60","2,651.98","2,575.13","869.33M","0.20%"
"02/26/2012","2,641.58","2,589.44","2,650.00","2,579.63","1.00B","1.43%"
"02/19/2012","2,604.21","2,589.21","2,609.45","2,570.07","690.28M","0.77%"
"02/12/2012","2,584.24","2,564.93","2,600.96","2,551.35","1.01B","1.45%"
"02/05/2012","2,547.32","2,519.33","2,567.28","2,513.51","914.14M","0.72%"
"01/29/2012","2,529.17","2,438.52","2,532.26","2,433.63","1.00B","2.74%"
"01/22/2012","2,461.77","2,437.06","2,479.31","2,423.24","1.01B","1.02%"
"01/15/2012","2,437.02","2,396.14","2,445.59","2,385.79","956.94M","2.74%"
"01/08/2012","2,371.98","2,362.53","2,384.26","2,342.34","924.78M","0.67%"
"01/01/2012","2,356.17","2,323.16","2,362.58","2,307.56","774.59M","3.44%"
"12/25/2011","2,277.83","2,284.29","2,301.30","2,262.22","372.22M","-0.43%"
"12/18/2011","2,287.57","2,244.37","2,287.96","2,209.57","857.30M","2.21%"
"12/11/2011","2,238.18","2,295.43","2,316.90","2,219.68","1.24B","-3.47%"
"12/04/2011","2,318.68","2,336.55","2,343.10","2,278.42","898.20M","0.72%"
"11/27/2011","2,302.04","2,207.68","2,331.12","2,205.77","1.01B","7.03%"
"11/20/2011","2,150.88","2,219.88","2,225.54","2,150.71","737.79M","-4.57%"
"11/13/2011","2,253.95","2,350.91","2,375.10","2,250.94","1.10B","-4.32%"
"11/06/2011","2,355.78","2,353.82","2,402.51","2,290.53","1.08B","-0.02%"
"10/30/2011","2,356.32","2,376.99","2,389.29","2,287.74","1.17B","-1.87%"
"10/23/2011","2,401.29","2,341.71","2,412.52","2,291.78","1.20B","2.80%"
"10/16/2011","2,335.93","2,359.53","2,375.26","2,274.49","1.19B","-1.52%"
"10/09/2011","2,371.94","2,241.17","2,371.94","2,237.48","966.41M","7.68%"
"10/02/2011","2,202.76","2,128.02","2,227.38","2,042.90","1.45B","2.97%"
"09/25/2011","2,139.18","2,216.66","2,290.71","2,139.17","1.31B","-3.07%"
"09/18/2011","2,206.86","2,277.64","2,337.70","2,151.48","1.38B","-4.30%"
"09/11/2011","2,306.09","2,145.78","2,308.96","2,139.58","1.51B","6.58%"
"09/04/2011","2,163.66","2,116.48","2,244.51","2,112.84","988.40M","-0.19%"
"08/28/2011","2,167.83","2,188.67","2,268.07","2,156.99","1.04B","0.27%"
"08/21/2011","2,161.97","2,084.27","2,169.41","2,038.14","1.17B","6.07%"
"08/14/2011","2,038.22","2,189.49","2,214.26","2,035.30","1.36B","-6.59%"
"08/07/2011","2,182.05","2,127.87","2,195.25","2,034.92","2.13B","-0.56%"
"07/31/2011","2,194.38","2,391.42","2,396.50","2,131.52","1.62B","-7.13%"
"07/24/2011","2,362.81","2,408.65","2,438.44","2,341.82","1.14B","-2.75%"
"07/17/2011","2,429.50","2,346.53","2,432.84","2,322.62","1.08B","3.09%"
"07/10/2011","2,356.67","2,380.56","2,392.09","2,318.20","1.13B","-2.05%"
"07/03/2011","2,405.89","2,363.08","2,418.99","2,357.31","728.71M","1.88%"
"06/26/2011","2,361.39","2,217.63","2,363.36","2,215.14","984.63M","6.51%"
"06/19/2011","2,217.06","2,187.21","2,256.70","2,186.77","1.25B","1.10%"
"06/12/2011","2,192.96","2,225.21","2,256.46","2,180.94","1.32B","-1.27%"
"06/05/2011","2,221.09","2,288.61","2,299.40","2,220.83","1.10B","-3.11%"
"05/29/2011","2,292.31","2,359.05","2,373.82","2,289.41","987.61M","-1.87%"
"05/22/2011","2,336.09","2,318.16","2,339.10","2,298.72","999.39M","-0.65%"
"05/15/2011","2,351.43","2,368.47","2,375.36","2,320.33","1.20B","-1.17%"
"05/08/2011","2,379.24","2,384.20","2,415.90","2,372.19","1.24B","-0.17%"
"05/01/2011","2,383.18","2,410.24","2,417.83","2,366.73","1.21B","-0.87%"
"04/24/2011","2,404.08","2,377.91","2,415.85","2,375.12","1.48B","1.13%"
"04/17/2011","2,377.30","2,281.92","2,381.20","2,254.88","858.75M","3.02%"
"04/10/2011","2,307.58","2,330.26","2,333.98","2,288.68","960.61M","-0.59%"
"04/03/2011","2,321.18","2,347.71","2,352.25","2,313.33","975.20M","-0.93%"
"03/27/2011","2,342.92","2,325.13","2,359.16","2,291.78","971.99M","1.15%"
"03/20/2011","2,316.36","2,250.89","2,331.63","2,234.94","940.93M","4.29%"
"03/13/2011","2,221.07","2,286.77","2,302.92","2,188.92","1.42B","-3.40%"
"03/06/2011","2,299.26","2,367.92","2,370.91","2,275.07","1.10B","-2.57%"
"02/27/2011","2,359.96","2,354.87","2,375.67","2,308.05","1.09B","0.58%"
"02/20/2011","2,346.29","2,353.81","2,366.43","2,284.65","954.34M","-1.93%"
"02/13/2011","2,392.47","2,379.52","2,403.52","2,371.19","1.12B","0.56%"
"02/06/2011","2,379.15","2,340.44","2,381.40","2,338.87","1.13B","1.75%"